id,scrape_id,last_scraped,source,name,host_id,host_profile_id,host_name,hosts time as user,hosts time as host,host_listings_count,host_identity_verified,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,price,total stay days,total price,minimum_nights,maximum_nights,calendar_last_scraped,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
74860,2.03E+13,4/14/2026,previous scrape,"Sunlit and Cozy Williamsburg/Greenpoint, Brooklyn",394752,1.46E+18,Allison,"15,1","15,1",1,t,Brooklyn,40.72364,-73.95013,Entire rental unit,Entire home/apt,3,1.5,1 bath,1,1,301,20,6020,30,730,4/14/2026,3,3/28/2011,10/30/2019,4.67,5,4.67,4,4.67,4.67,4.67,0,0,0.02
18961,2.03E+13,4/14/2026,previous scrape,Cozy Studio in Great Location!,70857,1.46E+18,Fabian,"16,2","15,3",1,t,Manhattan,40.73808,-73.98001,Private room in rental unit,Private room,2,1.5,1 bath,1,1,301,20,6020,30,180,4/14/2026,1,3/22/2016,3/22/2016,5,5,3,5,5,5,5,1,0,0.01
151199,2.03E+13,4/14/2026,city scrape,Astoria/LIC  Private Home located near train,722320,1.46E+18,Gigi,"14,9","14,9",1,t,Queens,40.7573,-73.91488,Entire home,Entire home/apt,3,1,1 bath,2,2,331,2,662,1,29,4/14/2026,572,9/10/2011,4/7/2026,4.86,4.81,4.77,4.97,4.97,4.88,4.85,0,0,3.22
45542,2.03E+13,4/14/2026,previous scrape,Clean and Cozy Harlem Apartment,202249,1.46E+18,Campbell,"15,7","15,3",1,t,Manhattan,40.82569,-73.93842,Entire rental unit,Entire home/apt,4,1.5,1 bath,2,1,301,20,6020,30,1125,4/14/2026,18,9/11/2018,12/17/2018,4.78,4.83,4.56,5,4.83,4.44,4.67,0,0,0.19
45935,2.03E+13,4/14/2026,previous scrape,Room in Beautiful Townhouse.,204586,1.46E+18,L,"15,7","15,3",1,t,Bronx,40.80635,-73.92201,Private room in rental unit,Private room,1,1.5,1 shared bath,1,1,66.73,30,2001.9,30,40,4/14/2026,0,,,,,,,,,,1,0,1.17
190974,2.03E+13,4/14/2026,previous scrape,Beautiful Grdn. Apt. in Park Slope,874471,1.46E+18,Alan,"14,8","14,7",1,t,Brooklyn,40.66836,-73.98166,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,146.03,30,4380.9,30,31,4/14/2026,313,3/29/2012,11/2/2023,4.7,4.84,4.64,4.91,4.91,4.94,4.73,0,0,1.83
206316,2.03E+13,4/14/2026,previous scrape,"Sunny, Spacious Studio in Ft.Greene",1014639,1.46E+18,Brett,"14,7","14,7",1,t,Brooklyn,40.6878,-73.97253,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,730,4/14/2026,4,9/17/2017,8/27/2018,4.75,4.75,5,4.75,4.75,5,5,0,0,0.04
206957,2.03E+13,4/14/2026,previous scrape,Bright Modern Charming Housebarge,1018472,1.46E+18,Angus,"14,7","14,7",2,t,Brooklyn,40.5847,-73.94088,Private room in houseboat,Private room,4,1.5,1 private bath,1,1,74.43,30,2232.9,30,365,4/14/2026,125,9/7/2011,7/26/2019,4.61,4.51,4.5,4.86,4.87,4.26,4.7,2,0,0.7
217580,2.03E+13,4/14/2026,previous scrape,Long term fully furnished apartment.,1121193,1.46E+18,Samuel,"14,7","14,7",1,t,Brooklyn,40.61933,-74.03208,Entire condo,Entire home/apt,1,1.5,1 bath,1,1,116.5,30,3495,30,1125,4/14/2026,12,4/12/2012,5/21/2023,4.67,4.67,4.42,4.75,4.92,4.83,4.5,0,0,0.07
228925,2.03E+13,4/14/2026,previous scrape,Beautiful Brownstone,1194377,1.46E+18,Marceline,"14,6","14,6",1,t,Brooklyn,40.68098,-73.94023,Entire home,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,90,4/14/2026,8,10/1/2016,7/29/2021,4.63,4.88,4.63,5,5,4.75,5,0,0,0.07
267652,2.03E+13,4/14/2026,previous scrape,Private clean spacious room - Across from subway,164675,1.46E+18,Janice,"15,9","15,3",1,t,Brooklyn,40.6447149,-73.9638743,Private room in rental unit,Private room,1,1.5,1 shared bath,1,1,76.57,30,2297.1,30,1125,4/14/2026,64,8/24/2015,10/31/2025,4.97,5,4.95,5,4.97,4.91,4.95,1,0,0.49
392948,2.03E+13,4/14/2026,previous scrape,Williamsburg bridge  /artist bunk small,312722,1.46E+18,Di,"15,4","15,3",4,t,Brooklyn,40.70717,-73.95269,Private room in rental unit,Private room,1,1.5,1 shared bath,1,1,30.93,60,1855.8,60,300,4/14/2026,13,5/6/2018,3/31/2022,4.62,4.85,4.23,4.85,5,4.92,4.77,2,0,0.13
408491,2.03E+13,4/14/2026,previous scrape,Charming West Village One Bedroom,2034361,1.46E+18,Marshall,"14,0","14,0",1,t,Manhattan,40.73633,-73.99925,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,60,4/14/2026,0,,,,,,,,,,0,0,1.17
302238,2.03E+13,4/14/2026,previous scrape,GORGEOUS TWO BEDROOM FLAT IN MANHATTAN,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.80752,-73.94778,Entire rental unit,Entire home/apt,9,1.5,1 bath,2,1,224,30,6720,30,180,4/14/2026,11,4/26/2012,2/18/2026,4.67,4.91,4.64,5,4.82,4.45,4.55,1,0,0.06
302280,2.03E+13,4/14/2026,previous scrape,FABULOUS 1 BEDROOM IN MANHATTAN,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.8058,-73.94759,Entire rental unit,Entire home/apt,7,1.5,1 bath,1,1,140.12,30,4203.6,30,180,4/14/2026,9,4/3/2012,10/6/2022,3.43,4.13,3.38,4.25,4.25,4.25,3.25,1,0,0.05
302309,2.03E+13,4/14/2026,previous scrape,PLUSH AND SPACIOUS 2-BEDROOM IN NYC,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.80528,-73.94742,Entire rental unit,Entire home/apt,9,1.5,1 bath,2,1,231.74,30,6952.2,30,365,4/14/2026,8,10/3/2012,1/10/2026,4.57,4.25,4.38,4.5,4.75,4.75,4.38,1,0,0.05
303264,2.03E+13,4/14/2026,previous scrape,FABULOUS & LARGE 2 BEDROOM IN NYC!,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.8073,-73.94575,Entire rental unit,Entire home/apt,8,1.5,1 bath,2,1,226.77,30,6803.1,30,180,4/14/2026,9,5/31/2012,6/30/2025,4.71,4.78,4.22,5,4.44,4.67,4.33,1,0,0.05
305245,2.03E+13,4/14/2026,previous scrape,BEAUTIFUL 2-BEDROOM TOWNHOUSE NYC,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.80557,-73.94801,Entire rental unit,Entire home/apt,9,1.5,1 bath,2,1,210.17,30,6305.1,30,360,4/14/2026,12,4/9/2012,11/16/2025,4.67,4.92,4.58,4.42,4.42,4.58,4.17,1,0,0.07
346579,2.03E+13,4/14/2026,previous scrape,"Sunny LES 1BR + Office, Long-Term Sublet",1757016,1.46E+18,Christine,"14,1","14,1",2,t,Manhattan,40.71932,-73.98364,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,90,400,4/14/2026,5,5/13/2013,12/31/2024,5,5,4.8,5,5,4.6,5,0,0,0.03
628078,2.03E+13,4/14/2026,previous scrape,NYC Whole Apt.  Dec 26th- Feb 3rd,3119145,1.46E+18,Dennis,"13,8","13,8",1,t,Manhattan,40.80272,-73.95618,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,40,4/14/2026,6,10/1/2012,8/16/2018,5,4.6,5,5,5,4.6,5,0,0,0.04
704838,2.03E+13,4/14/2026,previous scrape,An Oasis in  the Big Apple 1,3621183,1.46E+18,Paul,"13,6","13,6",3,t,Queens,40.74836,-73.89686,Entire rental unit,Entire home/apt,6,1.5,1 bath,2,1,103.23,30,3096.9,30,365,4/14/2026,98,6/15/2016,9/17/2025,4.72,4.83,4.64,4.88,4.79,4.75,4.65,0,0,0.82
794281,2.03E+13,4/14/2026,previous scrape,Open loft in the heart of Union Sq.,2275401,1.46E+18,Amir,"13,11","13,4",1,t,Manhattan,40.73368,-73.99182,Entire rental unit,Entire home/apt,3,1.5,1 bath,1,1,301,20,6020,30,365,4/14/2026,20,12/8/2012,1/2/2017,4.6,4.8,4.05,4.55,4.65,4.95,4.6,0,0,0.12
714028,2.03E+13,4/14/2026,previous scrape,An Oasis in the Big Apple 2,3621183,1.46E+18,Paul,"13,6","13,6",3,t,Queens,40.7484,-73.89892,Entire rental unit,Entire home/apt,6,1.5,1 bath,1,1,103.23,30,3096.9,30,365,4/14/2026,77,10/4/2016,10/8/2024,4.81,4.87,4.73,4.92,4.86,4.74,4.7,0,0,0.66
714049,2.03E+13,4/14/2026,previous scrape,An Oasis in the Big Apple 3,3621183,1.46E+18,Paul,"13,6","13,6",3,t,Queens,40.74874,-73.89746,Entire rental unit,Entire home/apt,7,1.5,1 bath,2,1,103.23,30,3096.9,30,365,4/14/2026,76,10/18/2012,10/31/2025,4.55,4.61,4.71,4.83,4.87,4.61,4.58,0,0,0.46
820953,2.03E+13,4/14/2026,previous scrape,Entire Apt Yours! (1 Month Minimum),4105474,1.46E+18,Amanda,"13,5","13,5",1,t,Brooklyn,40.7203,-73.93965,Entire rental unit,Entire home/apt,2,1.5,1 bath,2,1,51.5,60,3090,60,1125,4/14/2026,11,1/9/2013,10/18/2024,4.7,4.64,4.73,4.91,4.82,4.27,4.91,0,0,0.07
850148,2.03E+13,4/14/2026,previous scrape,Comfy room in a beautiful loft-Prime Williamsburg,2843998,1.46E+18,Julie,"13,9","13,3",2,t,Brooklyn,40.71189,-73.96484,Private room in loft,Private room,1,1.5,1 shared bath,1,1,114.1,30,3423,30,30,4/14/2026,38,4/15/2014,10/25/2021,4.82,4.79,4.63,4.89,4.89,4.89,4.79,1,0,0.26
850712,2.03E+13,4/14/2026,previous scrape,Cute Studio Greenwich Village NYC,4442608,1.46E+18,Mario,"13,3","13,3",1,t,Manhattan,40.72959301,-73.99946608,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,129.43,30,3882.9,30,365,4/14/2026,36,4/3/2014,2/3/2026,4.64,4.8,4.57,4.89,4.94,4.89,4.57,0,0,0.25
850943,2.03E+13,4/14/2026,previous scrape,SUPER SPACIOUS ARTIST TRENDY NYC LOFT,2843998,1.46E+18,Julie,"13,9","13,3",2,t,Brooklyn,40.71204,-73.96459,Entire loft,Entire home/apt,2,1.5,1 bath,1,1,330.4,30,9912,30,200,4/14/2026,38,5/3/2014,8/20/2023,4.66,4.79,4.55,4.82,4.87,4.87,4.76,1,0,0.26
1039984,2.03E+13,4/14/2026,previous scrape,Furnished Top floor Apartment,5447617,1.46E+18,Jeffrey,"13,1","13,0",4,t,Brooklyn,40.68089,-73.93557,Entire rental unit,Entire home/apt,2,1.5,1 bath,2,1,129.67,30,3890.1,30,365,4/14/2026,64,8/1/2013,10/1/2025,4.8,4.79,4.39,4.95,4.97,4.51,4.7,0,0,0.41
918049,2.03E+13,4/14/2026,previous scrape,Union Sq European Serene Apt,4929807,1.46E+18,Liz,"13,2","13,2",1,t,Manhattan,40.73976,-73.99512,Entire rental unit,Entire home/apt,1,1.5,1 bath,1,1,255.34,30,7660.2,30,180,4/14/2026,62,7/28/2013,9/2/2022,4.81,4.87,4.92,4.84,4.95,4.98,4.61,0,0,0.4
1101035,2.03E+13,4/14/2026,previous scrape,Sunny 1 or 2 BR apt in Boerum Hill,6048514,1.46E+18,?J.J.?,"12,11","12,11",2,t,Brooklyn,40.68821,-73.98371,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,223.83,30,6714.9,30,199,4/14/2026,266,4/30/2013,3/7/2026,4.91,4.94,4.91,4.97,4.95,4.87,4.84,0,0,1.69
1108309,2.03E+13,4/14/2026,previous scrape,Charming Housebarge w/ outside deck,1018472,1.46E+18,Angus,"14,7","14,7",2,t,Brooklyn,40.58447,-73.94211,Private room in houseboat,Private room,2,1.5,Private half-bath,1,1,118.97,30,3569.1,30,365,4/14/2026,74,5/26/2013,7/31/2020,4.68,4.65,4.5,4.86,4.96,4.37,4.59,2,0,0.47
998086,2.03E+13,4/14/2026,previous scrape,Gorgeous loft in Tribeca/SoHo!,2455259,1.46E+18,Antoni,"13,10","13,0",1,t,Manhattan,40.71866,-74.00285,Entire loft,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,90,180,4/14/2026,0,,,,,,,,,,0,0,1.17
1183005,2.03E+13,4/14/2026,previous scrape,Hostess Dawn in Brooklyn.,6471326,1.46E+18,Dawn,"12,10","12,10",2,t,Brooklyn,40.64511902,-73.94954601,Private room in home,Private room,2,1.5,1 private bath,1,1,301,20,6020,30,60,4/14/2026,1,10/13/2019,10/13/2019,5,5,5,5,5,5,5,1,0,0.01
1312228,2.03E+13,4/14/2026,previous scrape,NYC - CLINTON HILL - FURNISHED ROOM,7130382,1.46E+18,Walt,"12,9","12,9",1,t,Brooklyn,40.68371,-73.96461,Private room in rental unit,Private room,1,1.5,1.5 bath,1,1,301,20,6020,30,1125,4/14/2026,3,8/13/2015,12/20/2015,5,5,4,4.67,5,5,5,1,0,0.02
1331960,2.03E+13,4/14/2026,previous scrape,Artsy & Cozy. 2 stops from Manhattan! W/D in unit.,2671491,1.46E+18,Savannah,"13,9","12,9",1,t,Brooklyn,40.69892,-73.95498,Entire condo,Entire home/apt,2,1.5,1 bath,1,1,165.37,30,4961.1,30,65,4/14/2026,79,9/17/2013,7/31/2025,4.91,4.95,4.73,4.88,4.96,4.67,4.78,0,0,0.52
1342443,2.03E+13,4/14/2026,previous scrape,Great Affortable Stay In New York,7281175,1.46E+18,Georgio,"12,9","12,9",1,t,Queens,40.74222831,-73.92387607,Private room in rental unit,Private room,1,1.5,1 bath,1,1,59,30,1770,30,90,4/14/2026,4,4/4/2025,9/2/2025,4,4.5,4.25,4.5,4,4.25,4,1,0,0.32
1276760,2.03E+13,4/14/2026,previous scrape,1bedroom apartment in Williamsburg,6949594,1.46E+18,Sego,"12,9","12,9",1,t,Brooklyn,40.71033,-73.9562,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,10,1/2/2014,12/19/2015,4,4.4,4.1,4.9,4.9,4,4.44,0,0,0.07
1506985,2.03E+13,4/14/2026,previous scrape,Huge Duplex in Garden Row House 2 bd/3 bth,8049757,1.46E+18,Omar,"12,8","12,8",1,t,Manhattan,40.80242,-73.94407,Entire townhouse,Entire home/apt,5,1.5,3 baths,2,1,227.69,30,6830.7,30,89,4/14/2026,64,9/24/2013,1/6/2025,4.86,4.92,4.83,4.98,4.98,4.67,4.8,0,0,0.42
1534212,2.03E+13,4/14/2026,previous scrape,Great  studio with 2 rooms and kitchen,7365834,1.46E+18,Alex,"12,9","12,7",6,t,Brooklyn,40.583683,-73.958626,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,1,1,444.33,30,13329.9,30,365,4/14/2026,96,5/12/2014,8/17/2025,4.23,4.29,4.47,4.64,4.61,4.37,4.15,0,0,0.66
1886240,2.03E+13,4/14/2026,previous scrape,June 30 Th to August 31 st,9813233,1.46E+18,Tao,"12,5","12,5",1,t,Manhattan,40.72559,-74.00093,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
1971540,2.03E+13,4/14/2026,previous scrape,Sunny Midtown NYC Room,10179999,1.46E+18,Joseph,"12,4","12,1",1,t,Manhattan,40.76972,-73.98688,Private room in rental unit,Private room,1,1.5,1 shared bath,1,1,165.93,30,4977.9,30,1125,4/14/2026,174,5/5/2014,1/1/2020,4.55,4.64,4.5,4.79,4.76,4.8,4.47,1,0,1.2
1974700,2.03E+13,4/14/2026,previous scrape,AMAZING ONE BEDROOM IN MANHATTAN,1556814,1.46E+18,Tammy,"14,3","14,3",27,t,Manhattan,40.81383,-73.94199,Entire rental unit,Entire home/apt,7,1.5,1 bath,1,1,141.25,30,4237.5,30,360,4/14/2026,22,5/20/2014,11/17/2021,4.64,4.77,4.82,4.86,4.91,4.36,4.55,1,0,0.15
1781052,2.03E+13,4/14/2026,previous scrape,CELEBRATE NEW YEAR'S EVE IN NYC,9348961,1.46E+18,Colleen,"12,6","10,3",1,t,Manhattan,40.76375,-73.98242,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,1,1/3/2016,1/3/2016,5,,5,,5,,,0,0,0.01
2048796,2.03E+13,4/14/2026,previous scrape,Sunnyside Gardens Oasis!,763439,1.46E+18,Joel,"14,9","12,4",1,t,Queens,40.74766,-73.91842,Private room in rental unit,Private room,1,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,1,8/12/2017,8/12/2017,5,5,5,5,5,5,5,1,0,0.01
1855846,2.03E+13,4/14/2026,previous scrape,Unshared Apt Cozy One Bedroom,9685977,1.46E+18,Sherry,"12,5","12,5",1,t,Manhattan,40.82595,-73.9525,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,204.67,30,6140.1,30,1125,4/14/2026,35,12/9/2013,12/22/2019,4.77,4.89,4.77,5,4.91,4.77,4.74,0,0,0.23
2098030,2.03E+13,4/14/2026,previous scrape,Heart of Bed Stuy,10700163,1.46E+18,Blair,"12,3","12,3",1,t,Brooklyn,40.68062,-73.93753,Private room in rental unit,Private room,2,1.5,1 bath,1,1,168.33,30,5049.9,30,1125,4/14/2026,52,1/2/2014,8/27/2018,4.83,4.92,4.94,4.96,4.98,4.6,4.85,1,0,0.35
2103480,2.03E+13,4/14/2026,previous scrape,Thanksgiving in Manhattan!,10725397,1.46E+18,Andrea,"12,3","12,3",1,t,Manhattan,40.77822,-73.98016,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
2194038,2.03E+13,4/14/2026,previous scrape,Two Bedroom Flat,11189753,1.46E+18,Sj,"12,3","12,3",4,t,Brooklyn,40.68541,-73.97134,Entire rental unit,Entire home/apt,4,1.5,1 bath,2,1,330.56,30,9916.8,30,1125,4/14/2026,39,5/5/2014,9/17/2023,4.82,4.79,4.87,4.92,4.92,4.97,4.72,0,0,0.27
2203154,2.03E+13,4/14/2026,previous scrape,Prime East Village 1 bedroom,5392354,1.46E+18,Aviad,"13,1","13,1",1,t,Manhattan,40.73087,-73.98713,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,2,5/28/2014,9/29/2014,4,4.5,3.5,4.5,5,5,4,0,0,0.01
2204672,2.03E+13,4/14/2026,previous scrape,1 bdrm in fully furnished 2bdrm apt,11249304,1.46E+18,Emily,"12,3","12,2",1,f,Brooklyn,40.67223,-73.95019,Private room in rental unit,Private room,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,1,0,1.17
2211028,2.03E+13,4/14/2026,previous scrape,Vibrant Brooklyn location!,11279303,1.46E+18,Patrick,"12,3","12,3",1,t,Brooklyn,40.72647,-73.95672,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
2151259,2.03E+13,4/14/2026,previous scrape,Superbowl Studio Upper West Side,10263977,1.46E+18,A,"12,4","12,3",1,t,Manhattan,40.79773,-73.96173,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
2243699,2.03E+13,4/14/2026,previous scrape,"SuperBowl Penthouse Loft 3,000 sqft",1483320,1.46E+18,Omri,"14,4","12,2",1,t,Manhattan,40.7171,-73.99905,Entire rental unit,Entire home/apt,16,1.5,3 baths,5,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
2459587,2.03E+13,4/15/2026,previous scrape,Upper East Side Large 2 Bedroom,12575621,1.46E+18,Daniel,"12,1","10,0",1,t,Manhattan,40.78508,-73.94753,Entire rental unit,Entire home/apt,4,1.5,2 baths,2,1,301,20,6020,30,1125,4/15/2026,0,,,,,,,,,,0,0,1.17
2284484,2.03E+13,4/14/2026,previous scrape,Sunny & Spacious Upper West Side One Bedroom Apt,11669123,1.46E+18,Kaley,"12,2","8,3",1,t,Manhattan,40.79767,-73.97035,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,0,0,1.17
2294594,2.03E+13,4/14/2026,previous scrape,Hilton timeshare west 57st,11721588,1.46E+18,Richard,"12,2","12,2",1,t,Manhattan,40.76486,-73.97885,Private room in rental unit,Private room,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/14/2026,0,,,,,,,,,,1,0,1.17
2659448,2.03E+13,4/15/2026,previous scrape,Bedstuy Apartment for Rent,13611255,1.46E+18,Lamee,"12,0","11,9",3,t,Brooklyn,40.68774,-73.93654,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,114.97,30,3449.1,30,1125,4/15/2026,61,4/6/2015,6/1/2019,4.51,4.75,4.77,4.89,4.87,4.1,4.67,0,0,0.45
2686412,2.03E+13,4/14/2026,city scrape,Clinton Hill BdRm in Artists' Home,13384586,1.46E+18,Julie,"12,0","12,0",1,t,Brooklyn,40.68319,-73.96253,Private room in condo,Private room,1,1,1 shared bath,1,1,109.6,5,548,1,17,4/14/2026,134,4/20/2014,3/31/2026,4.84,4.9,4.85,4.94,4.95,4.88,4.81,1,0,0.92
2783468,2.03E+13,4/15/2026,previous scrape,Nice 1 Bedroom in Lovely Building,3187645,1.46E+18,Ken,"13,8","12,10",1,t,Manhattan,40.77349,-73.95137,Entire rental unit,Entire home/apt,4,1.5,1 bath,2,1,301,20,6020,30,365,4/15/2026,1,4/28/2014,4/28/2014,5,5,5,5,5,5,5,0,0,0.01
2870840,2.03E+13,4/15/2026,previous scrape,Cozy private room in beautiful apt,1668930,1.46E+18,Julio,"14,2","12,3",2,t,Manhattan,40.85026,-73.94117,Private room in rental unit,Private room,1,1.5,1 shared bath,1,1,58.8,30,1764,30,1125,4/15/2026,121,6/2/2014,9/29/2025,4.86,4.9,4.9,4.78,4.83,4.79,4.83,1,0,0.84
3220725,2.03E+13,4/15/2026,previous scrape,Orchard St,15646137,1.46E+18,Joe,"11,10","11,10",2,t,Manhattan,40.71813,-73.99063,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,301,20,6020,30,30,4/15/2026,0,,,,,,,,,,0,0,1.17
3156969,2.03E+13,4/15/2026,previous scrape,Surfers' and Beach Goers' Paradise,16019176,1.46E+18,Marek,"11,10","11,10",1,t,Queens,40.58493,-73.81736,Entire home,Entire home/apt,4,1.5,1 bath,1,1,125.31,30,3759.3,30,1125,4/15/2026,346,6/2/2014,8/22/2023,4.94,4.96,4.99,4.97,4.95,4.88,4.91,0,0,2.39
3311834,2.03E+13,4/15/2026,previous scrape,Apartment - private kitchen & bath,13611255,1.46E+18,Lamee,"12,0","11,9",3,t,Brooklyn,40.688,-73.93568,Entire rental unit,Entire home/apt,4,1.5,1 bath,2,1,79.87,30,2396.1,30,1125,4/15/2026,78,7/7/2014,8/31/2018,4.24,4.42,4.37,4.66,4.76,3.94,4.42,0,0,0.54
3394517,2.03E+13,4/15/2026,previous scrape,A cozy room in a 3 bedroom apt,17125263,1.46E+18,Mario,"11,9","11,6",2,t,Manhattan,40.80303,-73.93888,Private room in rental unit,Private room,2,1.5,1.5 shared baths,3,1,301,20,6020,30,1125,4/15/2026,83,10/22/2014,3/26/2020,4.75,4.73,4.7,4.85,4.9,4.22,4.7,2,0,0.59
3507112,2.03E+13,4/15/2026,previous scrape,"#1 PRIVATE STUDIO IN BX,15MINS NYC.",17658078,1.46E+18,Richard,"11,9","11,9",2,t,Bronx,40.81182,-73.90371,Private room in rental unit,Private room,2,1.5,1 private bath,1,1,73.8,30,2214,30,1125,4/15/2026,11,8/31/2014,3/19/2016,4.27,4.64,4.09,4.55,4.73,3.82,4.36,1,0,0.08
3727861,2.03E+13,4/15/2026,previous scrape,Manhattan Apartment- low rate,19044783,1.46E+18,Jasmine,"11,8","11,8",1,t,Manhattan,40.80257,-73.9548,Private room in rental unit,Private room,1,1.5,1 bath,1,1,301,20,6020,30,1125,4/15/2026,0,,,,,,,,,,1,0,1.17
3511934,2.03E+13,4/15/2026,previous scrape,Beautiful West Harlem brownstone,17682312,1.46E+18,Arnold,"11,9","11,9",1,t,Manhattan,40.82947,-73.95104,Private room in home,Private room,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/15/2026,0,,,,,,,,,,1,0,1.17
3838375,2.03E+13,4/15/2026,previous scrape,Handy Woman’s Special:  This place is comfy & FUN!,177233,1.46E+18,Lisa,"15,8","11,8",1,t,Manhattan,40.79859,-73.96442,Entire condo,Entire home/apt,5,1.5,1 bath,2,1,134.2,30,4026,30,1125,4/15/2026,121,8/27/2014,7/28/2025,4.98,4.99,4.93,5,4.99,4.96,4.92,0,0,0.85
3884105,2.03E+13,4/15/2026,previous scrape,Private 1 BR in PLG blocks from subway & park,20084270,1.46E+18,Jennifer,"11,8","11,7",2,t,Brooklyn,40.6602,-73.96014,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,60,4/15/2026,13,9/1/2014,11/3/2021,4.46,5,4.54,4.85,5,4.54,4.62,0,0,0.09
3637029,2.03E+13,4/15/2026,previous scrape,Cozy Wiliamsburg!,18343265,1.46E+18,Melissa,"11,8","11,8",1,t,Brooklyn,40.69942,-73.91209,Private room in rental unit,Private room,1,1.5,1 bath,1,1,301,20,6020,30,1125,4/15/2026,17,7/29/2014,12/4/2015,4.82,4.88,4.88,4.88,4.94,4.65,4.94,1,0,0.12
4059794,2.03E+13,4/15/2026,previous scrape,Cozy 1 bdrm on UWS,11402749,1.46E+18,Alina,"12,2","6,8",1,t,Manhattan,40.71354,-74.0049,Entire rental unit,Entire home/apt,4,1.5,1 bath,1,1,301,20,6020,30,1125,4/15/2026,2,9/1/2019,9/8/2019,5,5,5,5,5,5,5,0,0,0.02
4263802,2.03E+13,4/15/2026,previous scrape,Fort Greene - Parlor One Bed,11189753,1.46E+18,Sj,"12,3","12,3",4,t,Brooklyn,40.68692,-73.97144,Entire home,Entire home/apt,2,1.5,1 bath,1,1,230.1,30,6903,30,1125,4/15/2026,68,11/5/2014,7/30/2023,4.93,4.87,4.93,4.96,4.96,4.96,4.76,0,0,0.49
4279323,2.03E+13,4/15/2026,previous scrape,"Cozy/spacious 3bd, room for rent",21140491,1.46E+18,Ariel,"11,7","11,6",1,t,Brooklyn,40.65681,-73.9484,Private room in rental unit,Private room,2,1.5,1 bath,1,1,301,20,6020,30,1125,4/15/2026,2,10/11/2014,11/9/2014,4.5,4.5,4.5,5,5,4.5,4.5,1,0,0.01
4305170,2.03E+13,4/15/2026,previous scrape,Cute ethnic cosy private studio!,5918341,1.46E+18,Mona,"13,0","11,6",1,t,Brooklyn,40.68358,-73.96424,Entire rental unit,Entire home/apt,2,1.5,1 bath,1,1,158.52,31,4914.12,31,1125,4/15/2026,105,10/19/2014,2/23/2020,4.74,4.91,4.69,4.98,4.98,4.86,4.66,0,0,0.75
